Sex,Age,ChargeDegree,DaysInJail,DaysInCustody,Priors,Label
Male,39,F,3,14,35,0
Male,25,M,11,2,2,1
Female,23,F,1,1,0,1
Male,22,F,0,26,2,1
Female,26,M,1,1,4,1
Male,26,M,205,34,6,1
Female,24,M,2,3,3,1
Male,44,M,34,34,0,0
Male,36,F,18,19,1,1
Male,39,F,1,48,10,1
Male,25,F,20,37,8,1
Female,28,F,144,145,7,0
Male,33,F,5,5,0,0
Male,25,M,3,3,0,0
Male,32,F,9,9,6,0
Male,23,F,3,4,0,0
Male,39,M,1,2,0,0
Male,27,F,1,1,12,1
Female,35,M,1,2,4,0
Male,23,F,2,17,1,0
Female,38,M,0,1,0,0
Male,30,F,7,7,4,0
Male,30,F,28,8,1,0
Male,26,F,197,100,20,1
Male,31,F,2,0,2,0
Male,34,F,108,108,0,0
Female,25,M,44,44,0,0
Female,26,F,8,9,1,0
Male,38,F,9,1,2,1
Male,44,F,26,1,7,1
Female,38,F,25,25,0,0
Female,31,M,2,2,0,0
Female,29,M,0,0,0,0
Male,20,F,15,16,2,1
Female,51,M,0,1,0,0
Male,47,F,1,220,0,1
Female,36,F,6,6,1,1
Male,21,M,1,1,1,0
Male,25,M,80,288,4,1
Male,23,F,4,15,6,1
Female,24,M,0,8,0,0
Male,35,F,2,2,2,1
Female,19,M,1,1,0,1
Male,32,F,5,6,0,1
Female,39,M,0,1,0,1
Male,30,F,9,31,16,1
Male,33,F,258,259,2,0
Female,36,M,0,1,0,0
Male,61,F,81,81,1,0
Male,29,F,2,33,10,1
Male,53,F,1,2,4,0
Male,38,M,29,29,2,0
Male,27,F,1,2,10,1
Male,22,M,1,2,2,0
Female,34,F,2,2,1,0
Male,55,M,4,4,1,0
Male,24,F,91,1,2,0
Female,47,M,21,1,23,1
Male,61,F,241,242,12,0
Male,57,F,1,2,3,0
Female,38,M,0,1,2,0
Male,25,F,5,1,18,1
Male,23,F,0,43,0,1
Male,23,F,9,10,3,0
Female,38,M,1,2,1,0
Male,56,F,597,598,5,1
Male,43,F,5,5,2,1
Male,22,F,149,30,0,1
Male,31,F,53,18,6,1
Male,22,F,103,45,1,1
Male,23,F,44,139,3,1
Male,24,F,2,2,2,0
Male,21,F,1,1,3,0
Female,29,M,1,1,0,0
Female,51,M,1,1,0,1
Male,36,M,1,0,3,1
Male,46,F,141,142,13,0
Male,62,F,33,77,22,1
Male,27,F,1,2,2,0
Female,22,F,2,10,3,1
Female,34,M,0,1,9,1
Male,37,F,2,2,1,0
Male,51,M,0,21,3,1
Female,39,F,0,41,2,1
Male,43,F,1,1,8,1
Female,28,F,2,2,4,0
Male,43,F,0,60,0,1
Male,27,F,0,1,7,1
Male,27,F,54,54,0,1
Male,31,F,1,1,1,1
Male,58,M,0,1,3,0
Male,22,F,6,9,0,1
Male,31,F,2,2,5,0
Male,33,F,40,40,0,0
Male,26,M,1,1,6,1
Female,23,M,0,0,2,0
Male,32,F,141,141,11,0
Female,35,F,1,72,2,0
Male,47,F,81,82,1,1
Male,35,F,13,242,2,0
Male,29,F,1,1,18,1
Female,54,M,4,0,1,0
Male,29,F,89,90,0,0
Female,28,M,0,1,0,1
Male,51,F,0,72,17,1
Male,35,M,9,10,3,1
Male,20,F,1,0,2,1
Male,29,M,1,1,2,0
Male,31,F,0,50,0,1
Male,39,M,0,0,0,0
Male,30,F,132,1,1,1
Female,23,F,0,0,0,0
Male,30,F,0,1,21,1
Male,33,F,0,1,21,1
Female,61,F,51,52,1,0
Male,30,F,8,35,10,1
Male,23,F,35,36,1,0
Female,27,F,0,94,0,1
Male,38,M,0,5,11,0
Male,42,F,1,8,1,0
Male,31,F,0,1,0,0
Male,31,F,39,58,1,1
Male,43,M,5,5,1,1
Male,39,F,5,6,0,0
Male,31,M,3,4,0,0
Male,22,F,142,18,3,1
Female,33,F,2,2,0,0
Male,21,F,5,6,2,1
Male,23,F,120,120,1,1
Female,29,F,28,28,0,0
Male,62,F,3,1,2,0
Female,56,F,0,1,1,1
Female,24,F,2,2,4,1
Male,22,F,1,11,3,1
Female,28,F,2,2,4,1
Male,32,M,0,1,1,1
Male,51,F,16,9,3,0
Male,21,F,2,3,0,0
Male,21,F,18,1,2,1
Male,27,F,9,9,3,1
Male,33,M,1,1,0,1
Female,49,F,0,1,2,0
Female,41,F,15,68,2,0
Male,20,M,1,1,5,0
Male,31,F,181,1,11,1
Male,25,F,49,49,5,1
Male,23,F,192,398,5,1
Male,26,M,2,3,0,0
Female,45,F,1,0,6,1
Female,28,F,32,5,13,1
Male,39,F,2,2,0,1
Male,59,F,1,1,1,1
Male,52,M,4,5,4,0
Male,36,M,3,4,1,0
Male,54,F,93,94,5,0
Male,32,F,2,3,0,1
Male,54,M,66,66,3,0
Male,30,F,1,9,2,1
Male,25,M,4,5,2,1
Male,26,F,221,222,2,1
Male,61,M,30,31,20,1
Male,24,F,32,33,4,0
Female,26,F,0,0,2,1
Female,34,F,0,1,6,0
Male,45,M,3,10,13,1
Male,22,F,58,58,1,1
Male,54,F,1,57,4,1
Male,51,M,25,26,8,0
Male,25,F,9,9,2,0
Male,28,F,0,87,2,0
Female,32,M,0,1,0,1
Male,35,F,28,29,7,0
Male,49,M,4,1,0,1
Male,36,F,0,7,5,1
Male,33,M,33,33,16,1
Male,30,F,1,2,1,0
Female,58,M,0,0,1,0
Male,22,F,13,7,2,0
Male,28,F,2,2,2,1
Male,28,M,0,19,0,1
Male,26,F,4,4,7,1
Female,36,F,1,1,3,1
Male,22,F,1,3,0,1
Male,25,F,260,261,11,1
Male,26,F,0,1574,7,1
Male,40,M,1,1,2,0
Male,28,M,0,10,0,1
Male,51,F,86,109,3,0
Male,36,F,280,280,0,0
Male,51,M,1,2,0,0
Female,35,F,173,174,11,0
Male,24,M,0,1,0,1
Male,66,M,25,42,5,1
Male,27,M,1,1,6,1
Male,22,F,1,143,3,1
Male,43,F,40,41,2,0
Male,22,F,49,50,2,0
Male,31,M,47,1,4,1
Female,23,M,133,5,4,1
Male,31,F,0,3,8,1
Male,61,F,18,0,29,1
Male,25,F,7,8,4,0
Female,24,F,0,26,0,0
Male,50,M,60,60,14,1
Male,57,F,6,7,0,0
Male,38,F,1,1,2,0
Male,22,F,63,63,1,0
Male,26,M,1,1,1,0
Male,25,F,185,41,13,0
Male,20,F,21,234,3,1
Male,34,F,1,1,2,0
Male,25,M,29,21,11,1
Female,24,F,0,11,0,0
Male,24,F,40,40,4,0
Male,49,M,17,3,4,1
Male,27,F,30,30,15,1
Male,28,F,20,634,10,1
Male,47,M,12,13,3,1
Male,55,M,4,168,10,1
Male,22,F,1,55,0,1
Male,32,F,111,112,9,0
Male,23,M,6,6,3,0
Male,54,F,29,40,2,1
Male,40,F,19,20,0,0
Male,27,M,1,8,0,1
Male,36,M,11,12,4,1
Female,29,F,1,1,5,0
Male,25,M,64,64,2,0
Male,40,F,33,1,4,1
Male,38,F,6,15,7,1
Male,57,F,30,31,3,0
Male,26,F,13,29,3,1
Female,37,F,1,1,0,0
Male,41,F,1,1,1,0
Female,33,F,0,55,0,0
Male,57,F,1,1,1,0
Male,34,M,1,1,3,0
Male,29,F,1,1,1,1
Male,45,F,1,1,8,0
Male,22,F,8,11,1,0
Female,22,M,0,109,0,1
Male,42,F,0,0,6,1
Male,21,M,45,45,0,0
Male,56,M,1,1,1,0
Male,48,F,0,1,4,0
Male,27,M,1,1,1,0
Male,27,F,6,7,2,1
Male,34,F,4,51,1,0
Male,23,F,1,0,6,1
Male,47,F,11,11,3,1
Male,33,M,1,2,7,1
Male,58,F,1,2,1,0
Female,40,M,100,101,2,0
Male,39,F,8,15,2,0
Female,23,F,37,74,3,0
Male,35,F,0,0,2,0
Male,22,M,0,1,0,0
Male,43,F,1,2,7,1
Male,60,F,0,1,0,0
Female,39,F,7,7,1,0
Male,36,M,1,1,17,1
Female,28,F,1,1,1,1
Female,70,F,0,1,0,0
Male,53,F,0,1,6,0
Male,37,F,0,21,0,0
Male,28,F,0,1,1,0
Male,21,F,156,157,1,0
Male,56,F,5,6,0,0
Male,30,M,1,1,3,0
Male,27,F,47,34,0,1
Male,37,F,1,2,6,1
Male,27,F,1,1463,1,0
Male,41,M,1,8,8,1
Female,30,M,0,1,7,1
Male,32,F,0,1,11,1
Male,26,F,1,1,7,0
Male,32,F,0,52,3,0
Female,34,F,0,64,5,1
Male,46,F,1,2,3,0
Male,32,F,51,4,8,1
Male,43,F,9,107,6,1
Male,50,F,11,12,3,0
Male,30,F,96,96,7,1
Male,31,F,291,291,15,1
Male,37,F,1,2,1,0
Male,21,F,26,9,1,0
Male,75,F,102,102,1,0
Male,40,M,40,40,3,0
Female,53,M,0,0,0,0
Male,31,M,1,1,6,1
Male,33,M,1,1,4,0
Male,23,F,0,1,3,1
Male,27,M,0,1,2,1
Male,25,M,3,45,5,1
Female,24,F,3,3,2,1
Female,26,F,2,2,1,0
Female,26,F,0,1399,3,1
Male,26,M,3,3,8,1
Male,20,F,1,1,0,1
Male,27,M,0,0,4,1
Male,26,F,1,0,8,1
Male,26,M,5,6,5,0
Male,54,F,1,1,0,1
Female,33,M,20,1,5,1
Male,64,M,1,1,13,0
Male,24,F,1,8,0,0
Male,35,F,31,9,29,0
Female,57,M,0,1,0,0
Female,46,M,1,3,0,0
Male,56,F,0,143,16,0
Female,39,M,0,0,0,0
Male,68,M,11,11,4,0
Female,22,F,19,6,5,1
Male,28,M,1,7,1,1
Male,39,M,0,0,19,1
Female,25,M,1,1,3,0
Male,25,F,0,2,3,0
Male,21,F,9,22,3,1
Male,31,F,16,16,2,0
Male,33,F,7,1,3,1
Male,26,F,43,44,20,1
Female,35,F,2,2,13,0
Male,34,M,1,1,26,0
Male,41,F,242,22,31,1
Female,42,F,0,1,1,0
Male,26,F,2,2,12,1
Male,24,F,37,38,1,0
Male,36,F,2,6,2,1
Male,41,F,1,7,26,1
Female,58,F,1,1,0,1
Male,45,F,0,1,3,1
Male,34,F,1,16,5,0
Male,24,M,1,1,2,1
Male,27,F,83,158,2,0
Male,30,M,0,0,3,1
Male,22,F,1,156,5,1
Male,27,F,0,5,0,0
Male,41,F,48,48,19,1
Male,24,F,75,13,3,0
Male,39,M,1,1,0,0
Male,32,F,34,35,6,1
Female,32,F,0,1,3,1
Female,29,F,343,343,0,1
Male,26,F,0,6,25,1
Male,30,F,1,1,2,0
Male,20,F,376,1828,7,1
Female,31,F,0,11,0,1
Male,25,M,0,7,0,1
Male,25,F,1,58,0,0
Male,25,F,1,1,2,1
Female,25,F,5,5,0,0
Male,40,F,64,65,0,0
Female,49,M,3,4,4,0
Female,35,M,1,13,2,0
Male,21,M,1,1,1,1
Male,21,F,0,19,1,0
Female,24,F,2,3,2,0
Female,24,M,77,1,12,1
Male,28,F,50,51,3,0
Female,34,M,21,21,1,0
Male,57,M,5,31,8,0
Male,40,F,72,278,15,1
Male,37,M,0,1,3,1
Female,43,F,0,57,0,0
Male,26,F,0,1,5,1
Male,56,F,0,15,1,1
Male,23,F,2,2,3,1
Male,43,F,52,52,12,0
Male,51,F,24,9,2,0
Male,42,F,32,37,17,1
Male,58,M,2,2,1,0
Female,28,F,0,0,2,0
Female,30,M,0,1,2,0
Male,28,M,1,1,7,1
Male,29,F,150,150,6,1
Female,24,M,8,84,9,1
Male,22,F,38,27,1,1
Female,27,F,0,2,3,1
Male,30,M,1,16,5,0
Male,28,F,0,1,0,1
Male,21,F,0,1,3,1
Male,26,M,0,0,3,0
Female,51,F,1,2,0,0
Male,21,F,3,3,1,0
Male,29,F,1,14,0,1
Male,22,F,1,36,1,0
Male,52,F,4,6,0,1
Male,26,F,1,1,6,0
Male,27,M,0,37,8,0
Male,19,M,2,27,0,1
Male,26,F,0,0,2,0
Male,24,F,155,156,1,0
Female,29,F,56,56,20,1
Male,38,F,77,78,1,1
Male,34,F,0,0,6,0
Male,23,F,1,0,2,0
Male,26,F,0,1,0,1
Female,29,M,0,1,1,0
Male,31,F,17,47,1,1
Female,31,F,0,3,0,0
Male,36,F,2,2,13,1
Male,32,M,38,39,13,1
Male,42,M,17,1,1,1
Male,26,F,27,1,5,1
Male,26,F,1,30,10,1
Male,30,M,2,1,3,1
Male,53,M,2,3,3,1
Male,23,F,2,36,5,1
Male,42,F,1,0,2,1
Male,31,F,4,4,4,1
Male,80,M,0,1,0,0
Male,58,M,0,0,1,0
Male,68,M,2,2,6,0
Male,23,F,2,47,1,0
Male,36,F,2,46,4,1
Male,24,F,15,14,0,0
Male,41,F,42,42,2,0
Male,21,F,1,89,1,1
Male,26,M,1,4,3,1
Female,30,F,45,41,8,1
Male,36,F,0,1,1,0
Male,21,F,34,5,0,1
Female,31,M,0,1,1,0
Female,20,F,2,2,0,1
Male,49,M,4,4,4,0
Male,24,F,2,2,0,0
Male,20,F,0,153,0,1
Male,44,M,1,1,1,0
Female,25,F,13,5,1,0
Male,41,F,118,118,11,1
Male,25,F,0,4,1,0
Male,33,F,0,1,0,0
Male,20,F,1,68,0,1
Male,44,F,0,29,3,0
Male,23,F,9,10,2,1
Male,35,M,57,1,0,1
Female,41,M,1,1,0,0
Male,30,F,21,22,1,0
Male,36,F,1,2,7,1
Male,23,M,0,243,0,1
Female,43,M,1,2,10,0
Male,30,F,0,1,3,1
Male,44,F,0,6,1,1
Male,39,F,1,7,1,0
Male,37,F,1,1,2,1
Male,31,F,1,1814,6,1
Male,63,M,4,9,5,0
Female,66,F,5,178,11,1
Male,19,F,1,45,4,1
Male,24,F,0,1,5,0
Male,21,M,27,114,6,0
Female,48,F,1,50,0,0
Male,37,F,13,13,0,0
Female,20,M,1,1,0,0
Female,64,M,0,1,0,0
Male,43,F,1,2,8,0
Male,25,F,19,19,3,1
Male,33,F,117,118,10,0
Male,25,F,57,58,3,0
Female,30,M,0,0,3,0
Male,31,F,0,30,0,0
Male,50,M,1,2,9,1
Male,33,F,6,2,20,1
Male,31,F,0,1490,1,1
Female,25,M,0,0,0,0
Female,43,M,16,17,2,0
Female,51,F,6,4,2,1
Male,44,F,5,5,0,0
Male,31,M,0,1,6,1
Male,30,F,55,82,15,1
Male,26,F,148,148,2,1
Male,20,F,1,1,8,1
Male,41,F,0,0,1,1
Female,55,M,0,1,0,0
Male,29,F,26,26,9,0
Male,31,F,0,1,12,1
Male,59,M,1,16,0,0
Male,49,M,0,3,1,1
Male,36,M,2,39,11,1
Male,46,F,167,167,26,1
Male,59,M,6,7,2,1
Male,51,F,6,7,1,0
Male,34,F,0,0,0,0
Male,54,F,0,0,1,0
Male,24,F,0,1,4,1
Male,35,F,0,1,17,1
Male,32,M,0,1,0,1
Male,61,M,0,38,0,0
Male,41,F,9,10,9,0
Male,34,M,1,1,2,1
Male,37,F,8,4,1,1
Male,46,F,65,65,18,0
Male,21,F,60,2,4,0
Male,57,F,0,72,0,1
Male,68,F,0,0,2,0
Male,46,F,1,3,3,1
Male,41,F,57,58,1,1
Male,30,F,10,10,0,0
Male,25,F,0,4,10,1
Male,24,F,0,1,7,1
Male,41,F,2,3,1,0
Male,55,F,5,5,4,0
Male,39,F,0,1,2,0
Male,33,F,3,3,1,0
Female,47,F,117,1,28,1
Female,51,F,1,1,0,0
Male,36,M,0,1,1,0
Male,57,M,109,36,0,0
Male,26,F,1,80,4,1
Male,24,M,0,9,0,1
Male,39,M,0,0,4,1
Male,28,F,1,0,9,1
Male,58,M,83,83,2,1
Male,67,F,46,46,2,0
Male,54,F,2,3,1,0
Female,26,F,3,4,1,0
Female,24,F,1,2,2,1
Female,34,M,0,1,0,0
Male,48,F,21,21,1,0
Male,28,F,2,3,8,1
Male,46,F,0,0,14,1
Male,45,M,2,3,2,0
Male,20,F,10,33,3,1
Male,34,F,0,1,15,1
Male,24,F,22,23,0,1
Male,28,F,80,81,6,1
Male,28,F,2,0,2,1
Female,55,F,2,19,2,0
Male,68,M,0,1,0,0
Male,22,F,2,2,0,1
Male,24,F,17,18,3,1
Male,23,M,32,32,0,0
Male,44,F,194,195,6,1
Male,34,F,4,1,11,1
Male,55,M,0,1,0,1
Female,23,F,5,86,3,1
Male,24,F,6,6,0,0
Male,77,M,0,0,0,0
Male,34,F,2,1,10,1
Male,30,M,0,1,2,1
Male,30,M,5,6,3,1
Male,26,F,0,4,0,1
Female,51,M,1,1,1,0
Male,34,F,12,12,2,0
Male,23,F,5,5,0,0
Male,38,M,15,16,14,0
Male,21,F,1,9,0,1
Male,34,F,1,17,5,1
Male,53,M,4,4,8,1
Male,34,F,51,51,1,0
Male,28,M,33,34,1,0
Male,25,F,1,2,5,1
Male,54,M,0,1,1,0
Male,25,M,0,0,2,1
Male,25,F,1,2,3,1
Male,34,M,0,1,1,0
Male,46,F,0,1,0,1
Female,23,F,0,0,2,1
Male,27,M,28,28,1,1
Male,45,F,1,7,7,0
Male,46,F,40,15,12,1
Female,31,F,26,20,9,1
Male,28,F,1,2,13,0
Male,24,F,0,7,2,1
Female,28,M,30,1,6,1
Male,41,F,0,0,2,0
Male,35,M,0,1,5,1
Male,20,F,14,15,2,1
Male,32,F,1,0,22,1
Male,28,F,31,1680,2,0
Male,33,F,0,0,7,1
Male,26,F,14,14,10,1
Male,22,M,0,248,1,1
Female,25,F,1,1,4,0
Female,23,M,0,0,3,0
Male,30,F,0,1,2,1
Male,69,M,152,152,6,1
Male,25,M,531,1,11,1
Female,56,F,1,2,2,0
Male,33,F,11,1,3,1
Male,35,M,1,0,3,0
Male,34,F,18,129,13,1
Female,55,F,6,6,0,1
Male,27,M,0,191,33,1
Male,26,F,1,267,7,0
Female,42,M,0,0,4,1
Male,41,F,62,62,1,0
Male,21,M,21,30,3,1
Female,45,F,0,322,0,1
Male,23,F,7,31,2,1
Female,31,F,176,5,2,1
Male,40,M,43,43,8,1
Male,33,F,0,7,1,0
Male,40,M,0,0,11,1
Male,56,F,15,15,1,0
Male,21,M,1,2,0,1
Male,22,F,0,9,1,0
Male,51,F,1,2,4,0
Male,25,F,0,78,3,1
Female,21,F,0,65,0,0
Male,28,M,0,1,3,1
Male,41,M,2,2,3,1
Female,22,F,1,3,0,1
Male,29,F,0,1,8,1
Female,40,F,1,1,2,0
Male,47,F,97,131,12,1
Male,37,F,7,7,2,0
Female,37,F,0,1,0,0
Female,23,F,1,30,2,1
Male,19,F,3,9,1,1
Male,26,F,1,1,1,1
Male,25,M,1,3,0,0
Male,48,F,6,6,3,0
Male,39,F,35,37,17,1
Male,36,F,0,1772,0,1
Male,26,M,10,9,6,0
Male,51,M,3,1,8,1
Male,20,F,30,30,0,0
Female,43,M,1,1,0,0
Male,22,F,32,1,0,1
Female,24,M,0,1,0,1
Male,57,F,77,78,12,1
Male,25,M,54,55,6,1
Female,33,M,7,7,0,0
Male,32,F,37,37,3,1
Male,20,F,1,23,8,1
Male,67,F,1,2,8,0
Male,21,F,28,18,0,1
Male,30,M,5,5,4,0
Male,55,M,0,16,0,0
Male,47,F,0,1,17,0
Male,37,F,1,62,8,0
Male,68,F,5,16,7,1
Female,42,F,21,22,1,0
Male,22,M,0,6,5,1
Male,30,M,1,1,4,0
Male,34,M,2,4,1,0
Male,28,M,2,2,0,0
Male,37,M,0,82,4,1
Female,41,F,65,176,8,1
Male,27,F,2,2,0,0
Male,31,F,6,7,1,0
Male,37,F,0,0,1,0
Male,23,F,43,92,3,1
Male,58,M,2,14,5,0
Female,62,M,0,1,1,1
Female,41,F,0,1,0,0
Male,33,M,0,0,0,0
Male,33,F,1,1805,16,1
Male,41,F,0,1,14,1
Male,26,F,0,38,3,1
Female,33,F,1,1,0,0
Male,37,M,1,0,0,1
Male,23,F,3,0,21,1
Male,37,F,0,1,8,1
Male,45,F,1,245,21,1
Male,37,F,1,1,20,0
Male,24,M,3,56,2,0
Male,35,F,1,2,0,0
Female,22,F,6,7,0,1
Male,29,F,2,3,15,1
Male,41,F,1,71,8,1
Male,22,F,1,109,3,1
Male,34,M,8,9,8,0
Male,55,F,55,56,18,1
Female,40,F,50,128,3,1
Male,37,F,0,5,8,1
Male,51,F,2,19,20,1
Female,26,F,1,1,1,1
Male,46,M,3,4,2,0
Male,41,F,3,4,0,0
Male,31,F,470,470,12,1
Male,27,M,2,1552,1,0
Male,31,F,1,2,16,1
Male,52,M,0,0,7,1
Male,29,F,22,204,6,1
Male,40,F,4,45,10,1
Female,49,F,0,1,0,0
Male,49,F,24,207,8,0
Male,24,F,0,1,3,1
Male,41,M,1,1,7,0
Female,27,M,0,34,3,1
Male,40,F,0,6,1,1
Male,47,M,1,0,0,1
Female,20,F,0,1,0,1
Male,21,M,35,26,2,1
Male,44,M,9,2,8,1
Male,31,M,0,2,6,1
Male,42,M,0,1,1,0
Female,67,F,1,2,0,0
Male,25,F,34,34,0,0
Male,27,F,1,1,7,1
Male,43,M,1,1,2,0
Male,23,F,5,234,6,1
Male,27,F,0,24,14,1
Male,23,F,0,1,3,0
Male,33,F,1,2,2,0
Female,31,F,0,1,1,0
Female,23,M,0,2,2,1
Male,21,F,28,1,2,1
Male,53,F,297,49,5,0
Male,36,M,0,0,1,0
Male,58,M,0,0,10,0
Male,62,F,3,3,0,0
Male,51,F,34,18,15,1
Male,46,F,7,16,2,0
Male,28,M,0,1,4,1
Male,24,F,2,1,2,1
Male,32,F,0,0,6,0
Male,56,M,39,40,13,0
Male,23,F,1,1,3,1
Male,25,F,37,37,1,0
Female,58,M,0,0,0,0
Male,33,F,88,242,3,1
Male,59,F,8,92,8,1
Male,44,F,12,12,5,0
Male,57,M,0,0,0,1
Male,37,F,0,65,1,1
Male,43,F,0,1,0,1
Male,59,M,0,0,0,0
Male,35,F,31,31,4,1
Male,29,F,3,3,5,1
Male,28,M,1,2,0,0
Male,34,M,3,26,5,1
Female,42,F,24,20,16,0
Male,21,F,1,29,6,1
Male,69,F,1,1,1,1
Female,49,M,0,0,1,0
Male,27,F,34,37,4,1
Female,55,M,2,2,1,0
Male,19,F,199,1,6,1
Male,24,M,2,11,9,1
Male,28,F,37,70,0,1
Male,34,M,0,0,4,0
Male,27,F,1,8,2,0
Male,37,M,52,254,15,0
Male,40,F,65,65,1,0
Female,36,F,103,104,4,1
Male,23,F,0,46,0,0
Male,34,F,73,76,19,1
Male,27,F,0,157,6,1
Male,22,F,2,3,4,0
Male,43,F,31,10,1,1
Male,29,M,0,82,0,1
Female,50,F,1,1,1,1
Male,61,F,4,5,1,1
Male,34,F,23,23,1,0
Male,56,F,8,9,1,0
Male,23,F,7,4,2,1
Male,45,F,0,1,1,0
Male,24,M,13,178,1,1
Male,30,F,0,0,1,0
Male,32,F,112,1,28,1
Male,61,M,6,6,0,0
Male,27,M,3,0,3,0
Male,60,M,1,1,0,0
Male,23,M,3,4,1,0
Male,30,F,6,5,0,0
Female,20,F,0,1,1,0
Female,20,F,0,13,0,0
Male,48,F,2,3,0,0
Male,24,M,1,2,0,1
Female,20,M,0,0,0,1
Male,25,M,1,2,0,0
Male,38,M,0,3,0,0
Male,29,F,1,41,0,1
Female,38,M,16,16,1,1
Male,27,F,0,30,1,0
Male,24,F,141,141,1,0
Male,53,F,197,198,3,1
Male,36,F,1,1,4,1
Male,64,M,0,1,8,1
Male,48,F,33,33,0,0
Male,27,F,1,3842,6,1
Male,20,F,1,2,0,1
Male,37,M,45,87,17,0
Male,51,F,1,82,8,1
Male,47,F,1,1,2,1
Male,27,F,39,40,3,1
Male,45,F,1,78,17,0
Male,41,F,1,1,0,1
Male,31,M,1,2,3,1
Male,28,F,36,37,9,0
Female,29,F,15,15,1,0
Female,21,F,0,36,2,1
Male,48,M,9,9,0,0
Male,27,M,37,27,3,0
Male,24,F,32,32,0,0
Male,29,M,1,1,3,1
Female,31,F,0,1,16,0
Male,32,F,2,3,1,0
Male,39,F,1,1,3,1
Male,56,M,16,12,2,0
Male,28,F,0,1,6,0
Female,26,F,3,3,6,1
Male,24,F,6,7,5,1
Male,51,F,3,3,1,0
Male,28,F,1,78,8,0
Female,36,M,1,1,1,0
Male,23,F,0,0,1,0
Male,28,M,26,26,5,1
Female,29,F,8,15,7,1
Male,20,F,60,1,13,1
Male,29,F,1,58,11,1
Male,34,M,1,0,8,0
Male,26,F,2,1,6,1
Male,58,F,2,2,0,0
Male,37,F,23,32,6,1
Male,48,M,0,1,0,1
Male,61,F,95,96,9,0
Male,30,F,1,14,1,1
Male,44,F,2,3,0,0
Male,26,F,0,0,3,0
Male,46,F,35,147,3,1
Male,36,F,3,4,5,0
Female,29,F,23,23,12,1
Male,53,F,5,6,3,1
Male,33,F,2,2,5,0
Male,35,M,8,9,8,0
Female,39,F,1,1,3,0
Male,21,F,55,1,2,1
Female,26,F,33,33,2,1
Male,26,F,1,30,11,1
Male,28,M,0,1,8,1
Female,21,M,1,32,7,1
Male,37,F,14,1,8,0
Male,22,F,35,4,13,1
Male,59,M,66,66,4,0
Male,28,F,76,76,22,1
Female,56,M,0,1,0,0
Female,27,F,1,1,6,0
Male,43,M,0,1492,15,1
Female,53,F,1,2,5,0
Male,27,F,0,5,7,1
Male,26,M,1,15,7,0
Male,56,F,1,7,6,1
Male,26,F,0,10,4,0
Male,24,M,0,0,6,1
Male,30,M,0,0,6,1
Male,54,F,1,2,4,0
Male,25,F,68,1,1,1
Female,48,F,54,1798,21,1
Female,36,F,33,44,13,1
Male,26,F,1,1,10,1
Male,26,M,0,9,13,1
Male,45,F,0,1,0,0
Male,47,M,0,1,1,0
Male,30,F,0,1,7,1
Male,41,M,5,6,17,1
Male,50,F,55,56,1,0
Male,57,M,12,12,3,0
Male,31,F,1,2,2,0
Male,21,F,1,120,0,1
Female,28,M,0,1,2,1
Male,29,F,1,78,11,1
Male,28,F,0,1,2,0
Male,22,F,1,9,0,1
Male,48,F,68,68,0,1
Male,25,F,169,11,5,1
Male,37,F,1,1,7,0
Male,31,F,0,1,5,1
Male,56,M,7,7,0,0
Male,30,F,93,5,15,1
Male,47,M,4,5,5,0
Male,66,M,56,57,2,0
Male,51,F,449,489,21,1
Male,64,F,290,2,8,1
Male,76,F,1,2,0,0
Female,28,F,0,0,3,1
Male,44,F,2,3,6,1
Male,38,F,1,8,9,1
Male,20,F,25,25,0,1
Male,27,F,34,26,7,1
Male,28,F,0,0,19,1
Male,52,M,0,1,0,1
Male,39,F,35,1,16,1
Male,19,F,0,57,0,1
Male,40,F,1,1,2,0
Male,30,F,2,3,5,1
Male,28,F,0,21,0,1
Male,23,F,3,3,3,1
Male,33,F,7,6,10,1
Male,25,F,18,18,7,0
Male,25,F,26,27,3,1
Male,33,F,56,1,4,0
Male,44,F,4,39,0,0
Male,44,F,0,1,0,0
Female,31,F,1,126,3,1
Male,27,F,0,0,1,0
Female,26,F,0,107,1,1
Male,57,M,12,359,16,1
Female,36,F,7,62,7,1
Male,45,F,40,41,6,0
Male,30,M,1,1,18,1
Male,34,F,33,33,0,1
Male,24,F,0,9,1,0
Male,21,F,2,32,0,1
Male,42,F,0,1,7,0
Female,34,F,3,3,12,1
Male,30,M,2,2,3,0
Male,40,F,0,7,6,0
Male,24,F,0,0,4,1
Male,30,F,1,2,13,1
Male,30,F,5,6,4,0
Male,27,M,31,31,1,0
Male,37,M,80,81,3,0
Male,45,F,7,8,2,0
Male,22,F,17,41,1,1
Male,28,M,5,5,6,1
Male,29,F,1,2,6,1
Male,23,F,1,38,2,1
Male,28,F,0,240,7,1
Female,34,M,2,8,0,1
Female,32,F,4,5,5,0
Male,52,M,31,54,2,0
Male,25,F,1,4,2,0
Male,34,F,1,1,16,0
Male,47,F,0,1,4,1
Female,30,F,1,1,4,0
Female,47,F,0,1567,7,1
Male,37,F,241,17,3,0
Male,37,M,1,1,8,0
Male,26,F,2,3,7,1
Female,31,M,3,4,0,0
Male,20,F,0,0,3,1
Male,22,F,50,19,0,1
Male,33,F,1,115,15,1
Male,30,M,0,1,1,0
Male,27,F,6,6,5,1
